"food_order_id","food_id","reservation_id"
296,6,144
297,12,24859
298,4,21739
299,1,1210
300,4,12603
301,13,4403
302,8,9296
303,8,14736
304,3,22092
305,1,6265
306,14,16535
307,6,14863
308,1,19165
309,4,6314
310,10,7320
311,2,16250
312,9,16918
313,4,1393
314,4,10956
315,9,3782
316,1,5845
317,4,9248
318,11,16980
319,11,621
320,14,9209
321,9,5593
322,6,3021
323,8,12097
324,11,22894
325,7,24530
326,11,22170
327,13,11556
328,6,24415
329,10,358
330,4,21703
331,3,15779
332,3,10197
333,13,18906
334,4,4317
335,14,10556
336,14,5163
337,2,19312
338,13,22602
339,9,9063
340,14,23955
341,11,21336
342,8,2033
343,9,1796
344,10,23516
345,3,16047
346,2,8035
347,9,20232
348,3,21257
349,5,20049
350,13,15777
351,2,13719
352,3,6776
353,14,15123
354,7,11109
355,1,5837
356,5,14785
357,2,20768
358,13,1022
359,12,14771
360,11,21066
361,11,9442
362,3,19135
363,9,21839
364,10,4031
365,14,8513
366,5,23960
367,6,8020
368,7,18652
369,13,12383
370,2,18195
371,7,22037
372,2,3735
373,14,5164
374,10,20381
375,13,960
376,3,13799
377,4,24083
378,3,15311
379,1,16953
380,1,14247
381,4,217
382,6,8534
383,11,17417
384,10,15901
385,7,17453
386,8,11873
387,4,880
388,4,8134
389,12,15158
390,11,15929
391,14,11465
392,11,20515
393,3,19873
394,9,8141
395,7,13521
396,8,23323
397,13,3372
398,14,14905
399,8,14094
400,13,20593
401,7,3806
402,7,15129
403,5,7586
404,9,5654
405,14,17
406,1,22421
407,13,13302
408,12,7192
409,12,24870
410,11,14573
411,2,7716
412,10,7818
413,12,15352
414,14,12521
415,11,6372
416,6,10037
417,4,12306
418,12,3506
419,14,15868
420,4,17898
421,11,18350
422,11,7150
423,2,23886
424,12,3745
425,4,6122
426,12,18417
427,7,278
428,8,22464
429,8,8735
430,7,16151
431,12,12615
432,8,14156
433,4,5382
434,11,6345
435,9,17906
436,7,8546
437,5,203
438,10,7718
439,1,13234
440,12,18240
441,2,24638
442,7,15268
443,6,11204
444,11,18943
445,13,9296
446,10,20928
447,9,21995
448,1,6829
449,5,10023
450,7,5435
451,14,13104
452,10,23161
453,6,14836
454,11,23645
455,6,12022
456,10,1084
457,12,1894
458,3,10112
459,13,4503
460,10,10728
461,9,11385
462,3,6906
463,6,24422
464,7,9709
465,11,4564
466,11,23594
467,5,16387
468,5,23048
469,13,7632
470,1,8754
471,8,9997
472,1,18938
473,9,4308
474,2,2140
475,8,23370
476,10,20885
477,5,19310
478,10,474
479,11,12282
480,2,20188
481,10,414
482,5,8828
483,3,3095
484,6,12875
485,7,17799
486,6,22673
487,14,1161
488,13,7466
489,14,11806
490,4,24444
491,11,19577
492,10,14306
493,14,11928
494,4,3669
495,5,909
496,14,8327
497,13,17173
498,4,23804
499,9,15003
500,8,21562
501,11,8364
502,10,21960
503,11,17978
504,9,13749
505,11,13085
506,1,5875
507,12,3953
508,3,8610
509,2,4494
510,3,12708
511,3,22
512,4,1325
513,2,5615
514,1,4296
515,14,21081
516,6,8240
517,1,11931
518,8,20419
519,11,12159
520,10,17101
521,2,3210
522,1,19214
523,6,3546
524,2,8336
525,1,6452
526,10,18925
527,1,3299
528,14,19133
529,7,16457
530,1,8825
531,12,14796
532,2,15226
533,7,21999
534,9,23738
535,6,21207
536,9,23944
537,14,19598
538,1,808
539,5,7064
540,1,8575
541,4,8292
542,5,6221
543,1,7664
544,14,17608
545,6,16437
546,5,12153
547,12,20783
548,8,10210
549,5,16294
550,4,4389
551,7,12888
552,12,9236
553,2,21163
554,10,2240
555,1,12839
556,11,20375
557,8,16381
558,11,1719
559,11,13351
560,13,18399
561,12,14165
562,12,16083
563,2,15769
564,13,7016
565,10,6585
566,14,3650
567,10,21904
568,8,21961
569,2,23783
570,9,3117
571,12,7028
572,2,21104
573,13,17978
574,1,3535
575,9,4949
576,10,2600
577,5,21717
578,1,10520
579,8,4489
580,11,8851
581,3,8550
582,3,4718
583,7,6607
584,2,1920
585,13,16531
586,10,2419
587,9,17192
588,4,20868
589,11,9553
590,2,22273
591,4,4628
592,1,10039
593,7,5737
594,3,2769
595,10,9441
596,4,15300
597,6,4502
598,5,18179
599,7,24590
600,13,23921
601,12,12900
602,14,21930
603,2,17310
604,8,16294
605,4,11157
606,11,16958
607,11,12064
608,4,22433
609,1,24452
610,14,10583
611,2,24102
612,9,19992
613,4,12544
614,3,6552
615,14,9475
616,6,13018
617,12,603
618,1,11608
619,12,22298
620,7,23945
621,6,10824
622,10,20051
623,5,24843
624,1,942
625,1,16021
626,8,4353
627,8,19809
628,10,22628
629,3,12592
630,14,21806
631,1,18610
632,9,2573
633,1,13423
634,6,11749
635,3,5803
636,5,12945
637,4,7722
638,1,21644
639,8,15585
640,10,4005
641,5,24650
642,7,11863
643,4,12385
644,14,13840
645,7,23160
646,5,16107
647,6,18117
648,5,15849
649,4,22061
650,7,17636
651,10,8646
652,3,21375
653,8,8705
654,1,19371
655,14,19338
656,11,12396
657,6,24164
658,12,6134
659,5,23321
660,11,24792
661,5,8216
662,5,2297
663,10,560
664,4,10177
665,3,1824
666,14,19960
667,12,18396
668,13,13861
669,4,15700
670,14,2374
671,1,4068
672,1,14678
673,8,2465
674,5,2417
675,8,11354
676,13,1389
677,12,12816
678,6,11052
679,13,2358
680,1,10239
681,14,229
682,1,21288
683,10,17930
684,7,4700
685,11,7265
686,12,19532
687,3,4088
688,10,4803
689,6,10275
690,2,13165
691,5,13597
692,6,4312
693,4,11568
694,9,5317
695,1,22658
696,7,8871
697,9,15045
698,7,19856
699,14,20053
700,2,8798
701,14,7791
702,7,5451
703,2,20597
704,6,15352
705,12,17550
706,4,18036
707,9,7537
708,7,22638
709,4,11168
710,3,13909
711,6,10750
712,7,22796
713,5,11135
714,10,13012
715,3,20027
716,9,17850
717,7,5220
718,4,24444
719,12,12182
720,8,18729
721,6,20552
722,9,23830
723,4,4079
724,5,3094
725,5,16505
726,5,9906
727,3,6094
728,13,5496
729,1,10149
730,4,9848
731,2,10400
732,10,18201
733,1,12087
734,3,10616
735,13,24282
736,6,19559
737,9,6536
738,9,5225
739,12,3482
740,12,10234
741,4,1493
742,4,13469
743,13,1969
744,14,8664
745,6,323
746,5,9796
747,10,12856
748,12,15717
749,8,4900
750,8,23043
751,2,13747
752,8,22562
753,11,18469
754,2,13040
755,7,6750
756,6,23177
757,4,9980
758,2,24822
759,5,20117
760,11,7631
761,2,12991
762,4,9396
763,11,5126
764,5,20323
765,3,22045
766,3,15005
767,1,8045
768,9,7954
769,7,11667
770,5,24200
771,11,4161
772,11,11510
773,6,14413
774,1,10595
775,6,16610
776,1,18334
777,5,7515
778,11,23716
779,3,15539
780,4,4903
781,9,8456
782,14,7339
783,4,14253
784,8,2272
785,8,10077
786,8,23327
787,14,2978
788,8,11079
789,7,15527
790,1,16570
791,8,10757
792,3,17638
793,1,3241
794,3,10158
795,2,6562
796,9,23635
797,10,11207
798,9,8121
799,14,8916
800,10,10172
801,12,11427
802,14,19986
803,4,19848
804,4,11018
805,9,21265
806,7,3751
807,5,1384
808,4,21019
809,14,2324
810,2,14139
811,8,18897
812,12,13780
813,14,1082
814,4,16852
815,4,2978
816,14,23787
817,6,16440
818,4,21731
819,6,15991
820,5,12177
821,1,22487
822,14,3056
823,11,13311
824,10,4438
825,12,13779
826,1,19661
827,5,18945
828,13,22138
829,13,11758
830,13,14697
831,7,20174
832,9,22291
833,1,9896
834,4,19119
835,7,24919
836,12,18613
837,10,15887
838,12,654
839,10,14649
840,14,10537
841,12,757
842,10,19851
843,13,1501
844,14,5148
845,7,9931
846,2,6960
847,2,10013
848,5,19441
849,1,23979
850,3,5107
851,6,20196
852,10,10342
853,2,21436
854,13,8060
855,13,20950
856,14,18455
857,3,21384
858,12,4495
859,1,6441
860,13,3397
861,3,3956
862,9,8958
863,13,8920
864,4,6485
865,2,210
866,11,2885
867,5,4830
868,12,20906
869,11,23867
870,6,10434
871,5,12354
872,14,22763
873,12,15970
874,7,20128
875,12,6030
876,14,10410
877,11,5845
878,12,14635
879,10,15591
880,9,24699
881,3,24642
882,11,1073
883,3,20719
884,2,14471
885,8,14265
886,8,17445
887,9,4786
888,14,17658
889,5,31
890,9,8418
891,3,17614
892,5,4662
893,9,1566
894,4,342
895,12,20244
896,3,21081
897,11,17759
898,5,4360
899,4,14401
900,12,15652
901,10,13739
902,12,7813
903,5,11045
904,2,491
905,14,21291
906,1,14665
907,8,14916
908,10,22766
909,10,4811
910,4,3085
911,13,7250
912,2,4166
913,7,19918
914,12,23622
915,6,1553
916,9,24924
917,4,1643
918,7,11241
919,2,4881
920,3,20574
921,10,21104
922,8,2149
923,14,2752
924,13,7504
925,6,18593
926,8,15515
927,2,3026
928,2,4484
929,6,22355
930,10,4748
931,8,22539
932,2,10049
933,11,12052
934,12,13263
935,4,5057
936,4,16993
937,10,20276
938,11,12703
939,12,7878
940,6,12244
941,8,12278
942,4,917
943,3,4776
944,8,12827
945,7,6915
946,5,21655
947,5,4919
948,8,4804
949,14,24359
950,2,14791
951,13,3136
952,9,6234
953,10,11345
954,7,15505
955,10,3476
956,5,13118
957,5,1291
958,2,22152
959,6,10059
960,3,1361
961,11,2911
962,9,17756
963,13,21891
964,13,4020
965,12,24926
966,4,13893
967,12,8157
968,2,5649
969,7,11839
970,13,507
971,8,22605
972,9,21696
973,12,3540
974,12,13871
975,1,16906
976,11,2675
977,5,13468
978,2,15335
979,9,22133
980,9,2963
981,7,9031
982,9,20059
983,2,11873
984,2,22272
985,10,1183
986,14,21243
987,1,16735
988,5,11505
989,2,14300
990,11,6426
991,8,14511
992,10,12167
993,1,18715
994,14,10818
995,13,23356
996,1,11577
997,5,19615
998,11,24346
999,5,11604
1000,4,3246
1001,7,17501
1002,4,21266
1003,4,21348
1004,8,1650
1005,2,15986
1006,3,15374
1007,13,24868
1008,12,1324
1009,4,2190
1010,3,6238
1011,14,17308
1012,10,21042
1013,3,12454
1014,4,16049
1015,1,10563
1016,8,9391
1017,14,3272
1018,4,22190
1019,11,8922
1020,14,13232
1021,13,8428
1022,3,7800
1023,9,21127
1024,14,4498
1025,8,1808
1026,3,15571
1027,12,4614
1028,5,19550
1029,8,3841
1030,12,10242
1031,14,9190
1032,5,16107
1033,4,9117
1034,1,21870
1035,9,24555
1036,2,3235
1037,7,8334
1038,1,17332
1039,13,10205
1040,12,8544
1041,10,13255
1042,6,19303
1043,4,11515
1044,2,23692
1045,8,23220
1046,5,20968
1047,6,14224
1048,14,15049
1049,14,1050
1050,12,17327
1051,11,7177
1052,2,15596
1053,10,9621
1054,4,17365
1055,12,13077
1056,11,6924
1057,10,9956
1058,10,8297
1059,2,22229
1060,11,12629
1061,7,15479
1062,3,18400
1063,2,7154
1064,2,3634
1065,7,5540
1066,5,2273
1067,12,9178
1068,1,6542
1069,9,17728
1070,11,21953
1071,8,5398
1072,1,7972
1073,5,6159
1074,9,12648
1075,9,17131
1076,8,1404
1077,6,9734
1078,6,2550
1079,8,6543
1080,1,18239
1081,11,3130
1082,9,13828
1083,14,17454
1084,13,22419
1085,12,19077
1086,2,7869
1087,12,22382
1088,2,11176
1089,8,8168
1090,1,14887
1091,11,11563
1092,1,8219
1093,7,15722
1094,6,24599
1095,2,14316
1096,13,14048
1097,3,4756
1098,3,5259
1099,14,16500
1100,13,24211
1101,12,20673
1102,4,10449
1103,7,15573
1104,13,9471
1105,2,22726
1106,11,13287
1107,3,378
1108,1,19373
1109,7,22433
1110,10,4546
1111,13,1161
1112,10,1478
1113,11,10729
1114,3,23219
1115,7,18225
1116,6,16865
1117,14,23420
1118,3,13035
1119,9,5583
1120,4,20727
1121,3,23649
1122,11,9889
1123,11,9658
1124,5,2146
1125,3,8805
1126,10,16260
1127,5,24827
1128,1,23369
1129,8,882
1130,7,1720
1131,3,17795
1132,7,5065
1133,12,2602
1134,14,12077
1135,3,7704
1136,8,1834
1137,12,4179
1138,8,22398
1139,10,17052
1140,2,4812
1141,9,24974
1142,3,18807
1143,3,18479
1144,7,7788
1145,7,12968
1146,8,22091
1147,14,16995
1148,10,1369
1149,11,8265
1150,13,10403
1151,5,3280
1152,3,16519
1153,10,10324
1154,12,8842
1155,10,8979
1156,7,1258
1157,6,11429
1158,10,749
1159,7,617
1160,14,9027
1161,4,24643
1162,2,10914
1163,4,165
1164,8,5853
1165,5,1102
1166,8,7378
1167,12,23455
1168,8,7324
1169,6,15363
1170,11,13740
1171,8,23333
1172,14,11186
1173,2,4505
1174,1,4866
1175,14,22883
1176,1,14415
1177,1,14016
1178,12,2874
1179,8,6649
1180,9,19386
1181,2,11251
1182,10,7329
1183,4,23955
1184,7,2123
1185,13,14497
1186,5,19196
1187,2,16712
1188,11,15786
1189,13,91
1190,6,4142
1191,10,3521
1192,14,18784
1193,1,1125
1194,5,6763
1195,5,15905
1196,3,2467
1197,4,12901
1198,1,11369
1199,2,964
1200,4,22308
1201,4,19342
1202,5,5042
1203,8,23956
1204,3,14209
1205,14,12241
1206,5,4827
1207,12,17168
1208,4,24959
1209,2,7815
1210,6,19829
1211,8,19085
1212,5,10906
1213,9,24101
1214,5,13109
1215,4,918
1216,7,14276
1217,5,13001
1218,5,12404
1219,9,10083
1220,6,2648
1221,13,13750
1222,9,20981
1223,11,21427
1224,4,15915
1225,7,919
1226,7,14075
1227,3,17680
1228,11,736
1229,11,23614
1230,13,14526
1231,7,13939
1232,3,21580
1233,13,23377
1234,13,23928
1235,11,24414
1236,5,21525
1237,11,10458
1238,8,9751
1239,1,14755
1240,10,18465
1241,3,6012
1242,1,9089
1243,2,4432
1244,4,7904
1245,10,11076
1246,9,10400
1247,13,21384
1248,3,11908
1249,3,7327
1250,14,24517
1251,11,6388
1252,7,7034
1253,12,21676
1254,11,9504
1255,9,19873
1256,13,10391
1257,7,15379
1258,14,1243
1259,6,5944
1260,14,598
1261,14,17868
1262,14,3932
1263,14,3702
1264,1,9941
1265,6,22460
1266,14,23391
1267,9,12964
1268,13,21943
1269,14,3352
1270,12,15633
1271,3,17908
1272,2,1116
1273,2,12021
1274,7,19399
1275,3,12394
1276,3,8242
1277,6,24089
1278,13,22961
1279,5,24564
1280,14,12594
1281,14,4620
1282,6,2878
1283,4,21544
1284,11,24835
1285,3,19464
1286,8,6570
1287,3,5077
1288,9,19380
1289,8,19778
1290,12,15735
1291,7,3621
1292,6,13040
1293,11,24667
1294,11,5472
1295,5,7618
1296,5,14150
1297,6,23127
1298,11,7084
1299,10,6003
1300,14,13642
1301,14,2481
1302,11,20195
1303,9,14553
1304,14,12405
1305,13,12460
1306,2,10709
1307,14,15697
1308,4,11895
1309,7,12305
1310,2,17708
1311,6,23860
1312,11,23998
1313,6,14835
1314,12,8428
1315,8,2098
1316,13,2288
1317,13,12808
1318,14,12476
1319,14,3683
1320,11,9076
1321,10,2620
1322,11,9271
1323,10,17201
1324,5,18480
1325,5,22119
1326,9,5446
1327,10,18532
1328,3,10673
1329,3,17525
1330,4,17495
1331,4,2675
1332,10,23268
1333,11,12407
1334,11,591
1335,3,17817
1336,6,23375
1337,1,24037
1338,4,24809
1339,2,14212
1340,1,4214
1341,10,19681
1342,14,19043
1343,9,5195
1344,2,996
1345,2,12439
1346,12,5525
1347,13,6500
1348,14,17322
1349,7,21906
1350,2,6096
1351,2,11797
1352,4,13192
1353,11,8319
1354,11,8034
1355,1,6109
1356,11,18995
1357,7,24776
1358,7,17086
1359,10,17502
1360,7,22411
1361,3,3042
1362,7,21433
1363,8,21365
1364,9,7702
1365,2,17952
1366,13,18080
1367,13,23068
1368,10,13491
1369,3,10646
1370,2,11196
1371,7,721
1372,9,24084
1373,9,19779
1374,14,19086
1375,11,14415
1376,13,20150
1377,4,12135
1378,11,12942
1379,9,22378
1380,8,496
1381,9,12222
1382,4,12943
1383,2,13577
1384,14,671
1385,3,14390
1386,3,24919
1387,9,6744
1388,2,4832
1389,7,11497
1390,4,5445
1391,2,6732
1392,1,3170
1393,1,5341
1394,8,11187
1395,9,22030
1396,5,15342
1397,14,19037
1398,14,13993
1399,12,8439
1400,6,9480
1401,6,23293
1402,5,7758
1403,8,21527
1404,1,8282
1405,10,6430
1406,6,10747
1407,4,4931
1408,1,22611
1409,14,14961
1410,2,12885
1411,1,6649
1412,2,18623
1413,3,11276
1414,8,12098
1415,6,13901
1416,1,13450
1417,9,20601
1418,3,21681
1419,11,19797
1420,1,5766
1421,4,19475
1422,5,5945
1423,5,19094
1424,7,2424
1425,5,7444
1426,10,1041
1427,8,6178
1428,1,5472
1429,5,13302
1430,9,9797
1431,3,6431
1432,4,304
1433,6,14635
1434,8,15394
1435,14,23066
1436,5,15822
1437,2,1471
1438,11,9238
1439,6,14742
1440,4,9954
1441,11,13051
1442,1,20318
1443,12,14955
1444,14,13597
1445,1,16973
1446,3,12697
1447,12,17065
1448,12,24136
1449,8,5073
1450,8,12416
1451,3,20307
1452,8,12621
1453,1,21578
1454,13,1122
1455,12,666
1456,8,10473
1457,2,3033
1458,2,4659
1459,4,11388
1460,9,17653
1461,14,19562
1462,10,12843
1463,13,14515
1464,1,5587
1465,6,8363
1466,13,16405
1467,1,14044
1468,4,17897
1469,5,18187
1470,4,4699
1471,9,10693
1472,1,23292
1473,9,16063
1474,14,13848
1475,14,7936
1476,9,10477
1477,4,23913
1478,5,17064
1479,14,19326
1480,10,8121
1481,7,7421
1482,11,6981
1483,2,18857
1484,8,6077
1485,12,285
1486,4,4121
1487,9,12113
1488,5,162
1489,11,12779
1490,4,14784
1491,8,3410
1492,3,17011
1493,6,670
1494,13,11073
1495,4,4256
1496,13,3114
1497,11,20148
1498,7,3288
1499,6,12587
1500,7,13657
1501,7,1610
1502,2,8672
1503,4,12290
1504,10,11709
1505,7,21405
1506,10,23808
1507,4,17579
1508,2,5988
1509,12,15587
1510,12,16963
1511,3,18864
1512,14,23857
1513,2,3730
1514,13,17995
1515,9,23759
1516,5,14915
1517,9,1965
1518,1,248
1519,1,20260
1520,9,24937
1521,4,3269
1522,11,2015
1523,11,18227
1524,3,8898
1525,13,12887
1526,4,3509
1527,12,14178
1528,11,14000
1529,12,22935
1530,1,2348
1531,14,12007
1532,10,23515
1533,13,7885
1534,11,8881
1535,7,1743
1536,11,4265
1537,1,18199
1538,4,19698
1539,4,9477
1540,13,24272
1541,8,14310
1542,13,13151
1543,7,24055
1544,2,5445
1545,10,23092
1546,9,16428
1547,4,6030
1548,3,23986
1549,8,11748
1550,14,19595
1551,12,19950
1552,6,22770
1553,14,15249
1554,14,13314
1555,5,24182
1556,5,2443
1557,3,1024
1558,5,1751
1559,2,6422
1560,13,22236
1561,8,20844
1562,6,20227
1563,7,4704
1564,11,24067
1565,7,8650
1566,4,11018
1567,1,18266
1568,10,22943
1569,9,23618
1570,7,2076
1571,4,16705
1572,6,22106
1573,9,1433
1574,13,4261
1575,6,9588
1576,12,9515
1577,3,445
1578,10,21696
1579,6,9875
1580,14,761
1581,3,2169
1582,3,5854
1583,6,15122
1584,3,14039
1585,6,8330
1586,14,21832
1587,13,737
1588,11,448
1589,14,7639
1590,1,7549
1591,3,9885
1592,11,19036
1593,14,5689
1594,10,197
1595,8,19816
1596,1,3490
1597,11,23458
1598,1,13113
1599,3,18488
1600,8,8396
1601,7,11783
1602,8,20004
1603,4,11942
1604,9,3085
1605,14,22826
1606,5,12960
1607,6,6923
1608,5,7881
1609,2,11556
1610,8,17720
1611,7,23651
1612,9,17545
1613,1,9083
1614,6,21995
1615,1,6791
1616,2,12608
1617,4,19601
1618,14,16645
1619,5,7049
1620,12,13086
1621,12,1107
1622,12,11816
1623,10,7751
1624,10,2484
1625,9,14143
1626,1,3645
1627,8,17020
1628,4,10353
1629,3,2537
1630,11,6811
1631,8,4536
1632,12,5217
1633,2,11202
1634,6,19391
1635,1,18167
1636,1,23783
1637,3,16995
1638,4,12546
1639,8,311
1640,4,795
1641,3,5468
1642,4,18359
1643,4,4290
1644,6,22058
1645,14,10200
1646,10,22798
1647,1,7226
1648,8,14776
1649,14,20821
1650,4,10566
1651,11,2062
1652,5,13792
1653,6,19977
1654,4,8985
1655,14,14367
1656,3,12187
1657,4,24713
1658,1,7751
1659,1,18430
1660,13,22865
1661,1,12131
1662,4,21226
1663,5,11279
1664,9,20470
1665,2,16671
1666,6,22346
1667,8,9
1668,14,7009
1669,9,15870
1670,9,1805
1671,2,9678
1672,5,2665
1673,6,14414
1674,4,4003
1675,2,17556
1676,13,12685
1677,3,553
1678,11,2786
1679,14,23515
1680,9,10753
1681,8,14651
1682,4,904
1683,3,4292
1684,3,5062
1685,12,4143
1686,4,4429
1687,1,9421
1688,8,11240
1689,6,18655
1690,7,8257
1691,13,18173
1692,2,8656
1693,14,5027
1694,1,3661
1695,1,15181
1696,14,16443
1697,11,24613
1698,10,5161
1699,12,14883
1700,10,1037
1701,5,15634
1702,2,3276
1703,6,10710
1704,2,4315
1705,13,11511
1706,9,17297
1707,2,20172
1708,10,2205
1709,5,2757
1710,9,17886
1711,9,13415
1712,5,23707
1713,2,11071
1714,11,16961
1715,4,2572
1716,14,18373
1717,8,1725
1718,2,1695
1719,3,23042
1720,6,7494
1721,10,10469
1722,10,4656
1723,7,13781
1724,1,1378
1725,5,8368
1726,4,5927
1727,12,8976
1728,6,5091
1729,14,2563
1730,12,209
1731,7,20571
1732,4,18163
1733,11,14646
1734,8,8060
1735,6,154
1736,14,16322
1737,5,3525
1738,2,5700
1739,1,20576
1740,12,3906
1741,2,11888
1742,3,20315
1743,4,14054
1744,4,9424
1745,9,11139
1746,3,18342
1747,2,18574
1748,10,6205
1749,13,24232
1750,8,23157
1751,3,24071
1752,5,2034
1753,13,8958
1754,2,4991
1755,3,518
1756,9,9961
1757,12,10530
1758,3,15817
1759,2,7197
1760,3,22560
1761,4,5392
1762,5,499
1763,10,13559
1764,2,3775
1765,8,8520
1766,10,10110
1767,10,19644
1768,10,20688
1769,6,19984
1770,13,20187
1771,13,12484
1772,9,4392
1773,11,8540
1774,13,15480
1775,5,19300
1776,3,9431
1777,10,2120
1778,5,16038
1779,14,11964
1780,1,5277
1781,6,10458
1782,5,21547
1783,5,19660
1784,11,7196
1785,9,10935
1786,5,9643
1787,11,16099
1788,4,435
1789,2,742
1790,14,18709
1791,8,22695
1792,3,4832
1793,5,22865
1794,9,9686
1795,5,17124
1796,3,16299
1797,4,16495
1798,12,21183
1799,14,8669
1800,10,711
1801,13,16019
1802,3,6788
1803,5,627
1804,5,10370
1805,6,23462
1806,7,24372
1807,9,16082
1808,9,12437
1809,1,6833
1810,2,19047
1811,3,15795
1812,12,8917
1813,2,13492
1814,3,23002
1815,1,7212
1816,2,16523
1817,3,8067
1818,2,2458
1819,5,18858
1820,13,21003
1821,13,13740
1822,3,5653
1823,7,6339
1824,4,15021
1825,6,19496
1826,7,6047
1827,7,23143
1828,8,10634
1829,3,3714
1830,12,5121
1831,10,14684
1832,9,17253
1833,8,8681
1834,9,3125
1835,12,5053
1836,4,24479
1837,8,13150
1838,12,5094
1839,11,16968
1840,5,17058
1841,9,17284
1842,2,16951
1843,13,17769
1844,6,5981
1845,1,24864
1846,9,5131
1847,9,7802
1848,10,22868
1849,9,8350
1850,5,23788
1851,6,14883
1852,3,7979
1853,10,16346
1854,4,12499
1855,10,18247
1856,7,5003
1857,1,6124
1858,10,6355
1859,7,7326
1860,3,19773
1861,2,22542
1862,7,24403
1863,12,9338
1864,7,11697
1865,5,22503
1866,3,9808
1867,10,19242
1868,12,12961
1869,3,24432
1870,14,3718
1871,8,14468
1872,12,2724
1873,5,14796
1874,3,10029
1875,1,22588
1876,9,22944
1877,4,5142
1878,2,9600
1879,7,16322
